Lch,Wch,Tch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
16.75,66.7,4.6,1.01,1.66,6.35163899269566e-5,2.62264966597833e-10,0.1859162536154301,68.26860219289651,-999.0,-999.0,-999.0,-999.0
25.11,20.74,6.08,1.02,1.54,2.29334172805537e-5,3.1014460274276e-11,0.2503502999690624,64.58115283373189,1.52277493325858e-5,1.68223386420622e-11,-0.2579756935444954,70.34751673446249
18.71,26.66,4.33,0.29,1.6,2.70879184965568e-5,2.75624448104864e-11,0.2456145297370151,68.2394292967996,1.74849598326526e-5,1.48009570962367e-11,-0.2558515766111463,67.61813173077833
33.5,16.68,6.3,0.64,1.92,2.1231468996273e-5,1.31627882185041e-11,0.2566547804658359,67.6786605958336,1.30364935471422e-5,6.48628542709988e-12,-0.2778198510016259,65.54905903768748
19.47,50.59,5.83,0.29,1.64,6.05617236000855e-5,9.43970367643255e-11,0.2063477241563032,59.4250641678683,3.84872489047756e-5,5.08500778291959e-11,-0.2376421708644353,64.58380881074139
28.74,35.41,4.73,0.54,1.88,3.54482450529107e-5,2.64444767932987e-11,0.2342202351731099,62.5158335545008,2.12415019776661e-5,1.31967663431332e-11,-0.2567278510954025,67.26114623493942
20.2,59.23,5.93,0.36,2.03,6.8894982890093e-5,1.30510084782323e-10,0.1967029274389838,62.88508542264209,4.36498141201298e-5,7.13218436099462e-11,-0.2212931335478696,57.729564036938406
33.79,33.36,6.95,0.47,1.88,4.41042080872439e-5,3.18983574541699e-11,0.2431261743637388,68.1169132473557,2.73219324957868e-5,5.79118099608639e-12,-0.2643531944494785,68.54485574815963
18.98,68.91,5.84,0.94,1.8,6.46621158701994e-5,3.55621229899174e-10,0.1783367409511797,64.31269702389501,4.27624392830221e-5,2.05214986508257e-10,-0.1942965916303569,69.15958239121109
18.98,75.07,5.28,0.22,1.77,8.52687265656065e-5,1.20048404822998e-10,0.1960101464780857,61.16090379088202,5.30767240404688e-5,6.48479000028792e-11,-0.2188367221190339,55.39742109819762
23.16,57.85,4.49,0.36,1.95,6.3624393597513e-5,5.42535097880127e-11,0.2267930598851108,55.89779926263871,3.92755155557776e-5,2.80142753886775e-11,-0.2464430989256977,67.96038087896952
22.94,42.92,6.27,0.87,1.91,4.43997469114383e-5,1.10914814119348e-10,0.2073170774029736,63.53104306786908,2.86118533063226e-5,6.04435474921348e-11,-0.2389998359131421,65.0464851818629
27.41,42.84,6.05,0.56,1.77,4.5846204921534e-5,4.91954261688759e-11,0.2359804369245463,64.29345215956758,2.91348339232777e-5,1.31805526669583e-11,-0.2542154961055241,64.38959322844786
17.18,53.3,7.36,0.41,1.57,8.13506004300138e-5,3.29611798204489e-10,0.1816614380367055,68.6589792962509,5.27664569301172e-5,1.94502241737059e-10,-0.2080166357659682,67.27768031292591
16.32,36.41,7.01,0.64,1.51,4.90219233938454e-5,3.25051280966997e-10,0.1856320816339002,70.35884640464579,3.17714209733031e-5,2.0177527012901e-10,-0.200448731327848,71.49649117392079
32.47,54.4,5.25,0.78,1.69,5.24696381827896e-5,4.0963792118734e-11,0.2407699500220742,68.04672560639489,3.32131599922025e-5,2.04201902275964e-11,-0.2491443980376743,67.80236887218189
33.49,59.98,5.24,0.94,1.78,5.25591443836606e-5,4.55882570410891e-11,0.2380834207085925,66.07356907106782,3.39106736757715e-5,2.28013317493582e-11,-0.2481005008615951,68.08484408407212
